chainsize	ss	mean	dev	err
6	13	NA	NA	NA
6	14	NA	NA	NA
6	15	NA	NA	NA
6	16	NA	NA	NA
6	17	NA	NA	NA
6	18	NA	NA	NA
6	19	NA	NA	NA
6	20	NA	NA	NA
6	21	NA	NA	NA
6	22	NA	NA	NA
6	23	NA	NA	NA
6	24	NA	NA	NA
6	25	NA	NA	NA
6	26	NA	NA	NA
6	27	NA	NA	NA
6	28	NA	NA	NA
6	29	NA	NA	NA
6	30	NA	NA	NA
6	31	NA	NA	NA
6	32	NA	NA	NA
6	33	NA	NA	NA
6	34	NA	NA	NA
6	35	NA	NA	NA
6	36	NA	NA	NA
6	37	NA	NA	NA
6	38	NA	NA	NA
6	39	NA	NA	NA
6	40	NA	NA	NA
6	41	NA	NA	NA
6	42	NA	NA	NA
6	43	NA	NA	NA
6	44	NA	NA	NA
6	45	NA	NA	NA
6	46	NA	NA	NA
6	47	NA	NA	NA
6	48	NA	NA	NA
6	49	NA	NA	NA
6	50	NA	NA	NA
6	51	NA	NA	NA
6	52	NA	NA	NA
6	53	NA	NA	NA
6	54	NA	NA	NA
6	55	NA	NA	NA
6	56	NA	NA	NA
6	57	NA	NA	NA
6	58	NA	NA	NA
6	59	NA	NA	NA
6	60	NA	NA	NA
6	61	NA	NA	NA
6	62	NA	NA	NA
6	63	NA	NA	NA
6	64	NA	NA	NA
6	65	NA	NA	NA
6	66	NA	NA	NA
6	67	NA	NA	NA
6	68	NA	NA	NA
6	69	NA	NA	NA
6	70	NA	NA	NA
6	71	NA	NA	NA
6	72	NA	NA	NA
6	73	NA	NA	NA
6	74	NA	NA	NA
6	75	NA	NA	NA
6	76	NA	NA	NA
6	77	NA	NA	NA
6	78	NA	NA	NA
6	79	NA	NA	NA
6	80	NA	NA	NA
6	81	NA	NA	NA
6	82	NA	NA	NA
6	83	NA	NA	NA
6	84	NA	NA	NA
6	85	NA	NA	NA
6	86	NA	NA	NA
6	87	NA	NA	NA
6	88	NA	NA	NA
6	89	NA	NA	NA
6	90	NA	NA	NA
6	91	NA	NA	NA
6	92	NA	NA	NA
6	93	NA	NA	NA
6	94	NA	NA	NA
6	95	NA	NA	NA
6	96	NA	NA	NA
6	97	NA	NA	NA
6	98	NA	NA	NA
6	99	NA	NA	NA
6	100	NA	NA	NA
6	101	NA	NA	NA
6	102	NA	NA	NA
6	103	NA	NA	NA
6	104	NA	NA	NA
6	105	NA	NA	NA
6	106	NA	NA	NA
6	107	NA	NA	NA
6	108	NA	NA	NA
6	109	NA	NA	NA
6	110	NA	NA	NA
6	111	NA	NA	NA
6	112	NA	NA	NA
6	113	NA	NA	NA
6	114	NA	NA	NA
6	115	NA	NA	NA
6	116	NA	NA	NA
6	117	NA	NA	NA
6	118	NA	NA	NA
6	119	NA	NA	NA
6	120	NA	NA	NA
6	121	NA	NA	NA
6	122	NA	NA	NA
6	123	NA	NA	NA
6	124	NA	NA	NA
6	125	NA	NA	NA
6	126	NA	NA	NA
6	127	NA	NA	NA
6	128	NA	NA	NA
6	129	NA	NA	NA
6	130	NA	NA	NA
6	131	NA	NA	NA
6	132	NA	NA	NA
6	133	NA	NA	NA
6	134	NA	NA	NA
6	135	NA	NA	NA
6	136	NA	NA	NA
6	137	NA	NA	NA
6	138	NA	NA	NA
6	139	NA	NA	NA
6	140	NA	NA	NA
6	141	NA	NA	NA
6	142	NA	NA	NA
6	143	NA	NA	NA
6	144	NA	NA	NA
6	145	NA	NA	NA
6	146	NA	NA	NA
6	147	NA	NA	NA
6	148	NA	NA	NA
6	149	NA	NA	NA
8	1	32.9207	52.0639133817048	0.520639133817048
8	2	10.0829	14.4382226682297	0.144382226682297
8	3	6.0049	5.52031913772548	0.0552031913772548
8	4	NA	NA	NA
8	5	NA	NA	NA
8	6	NA	NA	NA
8	7	NA	NA	NA
8	8	NA	NA	NA
8	9	NA	NA	NA
8	10	NA	NA	NA
8	11	NA	NA	NA
8	12	NA	NA	NA
8	13	NA	NA	NA
8	14	NA	NA	NA
8	15	NA	NA	NA
8	16	NA	NA	NA
8	17	NA	NA	NA
8	18	NA	NA	NA
8	19	NA	NA	NA
8	20	NA	NA	NA
8	21	NA	NA	NA
8	22	NA	NA	NA
8	23	NA	NA	NA
8	24	NA	NA	NA
8	25	NA	NA	NA
8	26	NA	NA	NA
8	27	NA	NA	NA
8	28	NA	NA	NA
8	29	NA	NA	NA
8	30	NA	NA	NA
8	31	NA	NA	NA
8	32	NA	NA	NA
8	33	NA	NA	NA
8	34	NA	NA	NA
8	35	NA	NA	NA
8	36	NA	NA	NA
8	37	NA	NA	NA
8	38	NA	NA	NA
8	39	NA	NA	NA
8	40	NA	NA	NA
8	41	NA	NA	NA
8	42	NA	NA	NA
8	43	NA	NA	NA
8	44	NA	NA	NA
8	45	NA	NA	NA
8	46	NA	NA	NA
8	47	NA	NA	NA
8	48	NA	NA	NA
8	49	NA	NA	NA
8	50	NA	NA	NA
8	51	NA	NA	NA
8	52	NA	NA	NA
8	53	NA	NA	NA
8	54	NA	NA	NA
8	55	NA	NA	NA
8	56	NA	NA	NA
8	57	NA	NA	NA
8	58	NA	NA	NA
8	59	NA	NA	NA
8	60	NA	NA	NA
8	61	NA	NA	NA
8	62	NA	NA	NA
8	63	NA	NA	NA
8	64	NA	NA	NA
8	65	NA	NA	NA
8	66	NA	NA	NA
8	67	NA	NA	NA
8	68	NA	NA	NA
8	69	NA	NA	NA
8	70	NA	NA	NA
8	71	NA	NA	NA
8	72	NA	NA	NA
8	73	NA	NA	NA
8	74	NA	NA	NA
8	75	NA	NA	NA
8	76	NA	NA	NA
8	77	NA	NA	NA
8	78	NA	NA	NA
8	79	NA	NA	NA
8	80	NA	NA	NA
8	81	NA	NA	NA
8	82	NA	NA	NA
8	83	NA	NA	NA
8	84	NA	NA	NA
8	85	NA	NA	NA
8	86	NA	NA	NA
8	87	NA	NA	NA
8	88	NA	NA	NA
8	89	NA	NA	NA
8	90	NA	NA	NA
8	91	NA	NA	NA
8	92	NA	NA	NA
8	93	NA	NA	NA
8	94	NA	NA	NA
8	95	NA	NA	NA
8	96	NA	NA	NA
8	97	NA	NA	NA
8	98	NA	NA	NA
8	99	NA	NA	NA
8	100	NA	NA	NA
8	101	NA	NA	NA
8	102	NA	NA	NA
8	103	NA	NA	NA
8	104	NA	NA	NA
8	105	NA	NA	NA
8	106	NA	NA	NA
8	107	NA	NA	NA
8	108	NA	NA	NA
8	109	NA	NA	NA
8	110	NA	NA	NA
8	111	NA	NA	NA
8	112	NA	NA	NA
8	113	NA	NA	NA
8	114	NA	NA	NA
8	115	NA	NA	NA
8	116	NA	NA	NA
8	117	NA	NA	NA
8	118	NA	NA	NA
8	119	NA	NA	NA
8	120	NA	NA	NA
8	121	NA	NA	NA
8	122	NA	NA	NA
8	123	NA	NA	NA
8	124	NA	NA	NA
8	125	NA	NA	NA
8	126	NA	NA	NA
8	127	NA	NA	NA
8	128	NA	NA	NA
8	129	NA	NA	NA
8	130	NA	NA	NA
8	131	NA	NA	NA
8	132	NA	NA	NA
8	133	NA	NA	NA
8	134	NA	NA	NA
8	135	NA	NA	NA
8	136	NA	NA	NA
8	137	NA	NA	NA
8	138	NA	NA	NA
8	139	NA	NA	NA
8	140	NA	NA	NA
8	141	NA	NA	NA
8	142	NA	NA	NA
8	143	NA	NA	NA
8	144	NA	NA	NA
8	145	NA	NA	NA
8	146	NA	NA	NA
8	147	NA	NA	NA
8	148	NA	NA	NA
8	149	NA	NA	NA
10	1	81.6101	141.027379434509	1.41027379434509
10	2	22.1812	40.8893575458951	0.408893575458951
10	3	11.2391	16.5284194663315	0.165284194663315
10	4	8.0018	7.46019853731934	0.0746019853731934
10	5	NA	NA	NA
10	6	NA	NA	NA
10	7	NA	NA	NA
10	8	NA	NA	NA
10	9	NA	NA	NA
10	10	NA	NA	NA
10	11	NA	NA	NA
10	12	NA	NA	NA
10	13	NA	NA	NA
10	14	NA	NA	NA
10	15	NA	NA	NA
10	16	NA	NA	NA
10	17	NA	NA	NA
10	18	NA	NA	NA
10	19	NA	NA	NA
10	20	NA	NA	NA
10	21	NA	NA	NA
10	22	NA	NA	NA
10	23	NA	NA	NA
10	24	NA	NA	NA
10	25	NA	NA	NA
10	26	NA	NA	NA
10	27	NA	NA	NA
10	28	NA	NA	NA
10	29	NA	NA	NA
10	30	NA	NA	NA
10	31	NA	NA	NA
10	32	NA	NA	NA
10	33	NA	NA	NA
10	34	NA	NA	NA
10	35	NA	NA	NA
10	36	NA	NA	NA
10	37	NA	NA	NA
10	38	NA	NA	NA
10	39	NA	NA	NA
10	40	NA	NA	NA
10	41	NA	NA	NA
10	42	NA	NA	NA
10	43	NA	NA	NA
10	44	NA	NA	NA
10	45	NA	NA	NA
10	46	NA	NA	NA
10	47	NA	NA	NA
10	48	NA	NA	NA
10	49	NA	NA	NA
10	50	NA	NA	NA
10	51	NA	NA	NA
10	52	NA	NA	NA
10	53	NA	NA	NA
10	54	NA	NA	NA
10	55	NA	NA	NA
10	56	NA	NA	NA
10	57	NA	NA	NA
10	58	NA	NA	NA
10	59	NA	NA	NA
10	60	NA	NA	NA
10	61	NA	NA	NA
10	62	NA	NA	NA
10	63	NA	NA	NA
10	64	NA	NA	NA
10	65	NA	NA	NA
10	66	NA	NA	NA
10	67	NA	NA	NA
10	68	NA	NA	NA
10	69	NA	NA	NA
10	70	NA	NA	NA
10	71	NA	NA	NA
10	72	NA	NA	NA
10	73	NA	NA	NA
10	74	NA	NA	NA
10	75	NA	NA	NA
10	76	NA	NA	NA
10	77	NA	NA	NA
10	78	NA	NA	NA
10	79	NA	NA	NA
10	80	NA	NA	NA
10	81	NA	NA	NA
10	82	NA	NA	NA
10	83	NA	NA	NA
10	84	NA	NA	NA
10	85	NA	NA	NA
10	86	NA	NA	NA
10	87	NA	NA	NA
10	88	NA	NA	NA
10	89	NA	NA	NA
10	90	NA	NA	NA
10	91	NA	NA	NA
10	92	NA	NA	NA
10	93	NA	NA	NA
10	94	NA	NA	NA
10	95	NA	NA	NA
10	96	NA	NA	NA
10	97	NA	NA	NA
10	98	NA	NA	NA
10	99	NA	NA	NA
10	100	NA	NA	NA
10	101	NA	NA	NA
10	102	NA	NA	NA
10	103	NA	NA	NA
10	104	NA	NA	NA
10	105	NA	NA	NA
10	106	NA	NA	NA
10	107	NA	NA	NA
10	108	NA	NA	NA
10	109	NA	NA	NA
10	110	NA	NA	NA
10	111	NA	NA	NA
10	112	NA	NA	NA
10	113	NA	NA	NA
10	114	NA	NA	NA
10	115	NA	NA	NA
10	116	NA	NA	NA
10	117	NA	NA	NA
10	118	NA	NA	NA
10	119	NA	NA	NA
10	120	NA	NA	NA
10	121	NA	NA	NA
10	122	NA	NA	NA
10	123	NA	NA	NA
10	124	NA	NA	NA
10	125	NA	NA	NA
10	126	NA	NA	NA
10	127	NA	NA	NA
10	128	NA	NA	NA
10	129	NA	NA	NA
10	130	NA	NA	NA
10	131	NA	NA	NA
10	132	NA	NA	NA
10	133	NA	NA	NA
10	134	NA	NA	NA
10	135	NA	NA	NA
10	136	NA	NA	NA
10	137	NA	NA	NA
10	138	NA	NA	NA
10	139	NA	NA	NA
10	140	NA	NA	NA
10	141	NA	NA	NA
10	142	NA	NA	NA
10	143	NA	NA	NA
10	144	NA	NA	NA
10	145	NA	NA	NA
10	146	NA	NA	NA
10	147	NA	NA	NA
10	148	NA	NA	NA
10	149	NA	NA	NA
12	1	163.7736	298.815663617425	2.98815663617425
12	2	40.8321	87.2426251161307	0.872426251161307
12	3	20.0589	40.0023830522006	0.400023830522006
12	4	12.4186	16.7535561062188	0.167535561062188
12	5	10.0927	9.47881276844046	0.0947881276844046
12	6	NA	NA	NA
12	7	NA	NA	NA
12	8	NA	NA	NA
12	9	NA	NA	NA
12	10	NA	NA	NA
12	11	NA	NA	NA
12	12	NA	NA	NA
12	13	NA	NA	NA
12	14	NA	NA	NA
12	15	NA	NA	NA
12	16	NA	NA	NA
12	17	NA	NA	NA
12	18	NA	NA	NA
12	19	NA	NA	NA
12	20	NA	NA	NA
12	21	NA	NA	NA
12	22	NA	NA	NA
12	23	NA	NA	NA
12	24	NA	NA	NA
12	25	NA	NA	NA
12	26	NA	NA	NA
12	27	NA	NA	NA
12	28	NA	NA	NA
12	29	NA	NA	NA
12	30	NA	NA	NA
12	31	NA	NA	NA
12	32	NA	NA	NA
12	33	NA	NA	NA
12	34	NA	NA	NA
12	35	NA	NA	NA
12	36	NA	NA	NA
12	37	NA	NA	NA
12	38	NA	NA	NA
12	39	NA	NA	NA
12	40	NA	NA	NA
12	41	NA	NA	NA
12	42	NA	NA	NA
12	43	NA	NA	NA
12	44	NA	NA	NA
12	45	NA	NA	NA
12	46	NA	NA	NA
12	47	NA	NA	NA
12	48	NA	NA	NA
12	49	NA	NA	NA
12	50	NA	NA	NA
12	51	NA	NA	NA
12	52	NA	NA	NA
12	53	NA	NA	NA
12	54	NA	NA	NA
12	55	NA	NA	NA
12	56	NA	NA	NA
12	57	NA	NA	NA
12	58	NA	NA	NA
12	59	NA	NA	NA
12	60	NA	NA	NA
12	61	NA	NA	NA
12	62	NA	NA	NA
12	63	NA	NA	NA
12	64	NA	NA	NA
12	65	NA	NA	NA
12	66	NA	NA	NA
12	67	NA	NA	NA
12	68	NA	NA	NA
12	69	NA	NA	NA
12	70	NA	NA	NA
12	71	NA	NA	NA
12	72	NA	NA	NA
12	73	NA	NA	NA
12	74	NA	NA	NA
12	75	NA	NA	NA
12	76	NA	NA	NA
12	77	NA	NA	NA
12	78	NA	NA	NA
12	79	NA	NA	NA
12	80	NA	NA	NA
12	81	NA	NA	NA
12	82	NA	NA	NA
12	83	NA	NA	NA
12	84	NA	NA	NA
12	85	NA	NA	NA
12	86	NA	NA	NA
12	87	NA	NA	NA
12	88	NA	NA	NA
12	89	NA	NA	NA
12	90	NA	NA	NA
12	91	NA	NA	NA
12	92	NA	NA	NA
12	93	NA	NA	NA
12	94	NA	NA	NA
12	95	NA	NA	NA
12	96	NA	NA	NA
12	97	NA	NA	NA
12	98	NA	NA	NA
12	99	NA	NA	NA
12	100	NA	NA	NA
12	101	NA	NA	NA
12	102	NA	NA	NA
12	103	NA	NA	NA
12	104	NA	NA	NA
12	105	NA	NA	NA
12	106	NA	NA	NA
12	107	NA	NA	NA
12	108	NA	NA	NA
12	109	NA	NA	NA
12	110	NA	NA	NA
12	111	NA	NA	NA
12	112	NA	NA	NA
12	113	NA	NA	NA
12	114	NA	NA	NA
12	115	NA	NA	NA
12	116	NA	NA	NA
12	117	NA	NA	NA
12	118	NA	NA	NA
12	119	NA	NA	NA
12	120	NA	NA	NA
12	121	NA	NA	NA
12	122	NA	NA	NA
12	123	NA	NA	NA
12	124	NA	NA	NA
12	125	NA	NA	NA
12	126	NA	NA	NA
12	127	NA	NA	NA
12	128	NA	NA	NA
12	129	NA	NA	NA
12	130	NA	NA	NA
12	131	NA	NA	NA
12	132	NA	NA	NA
12	133	NA	NA	NA
12	134	NA	NA	NA
12	135	NA	NA	NA
12	136	NA	NA	NA
12	137	NA	NA	NA
12	138	NA	NA	NA
12	139	NA	NA	NA
12	140	NA	NA	NA
12	141	NA	NA	NA
12	142	NA	NA	NA
12	143	NA	NA	NA
12	144	NA	NA	NA
12	145	NA	NA	NA
12	146	NA	NA	NA
12	147	NA	NA	NA
12	148	NA	NA	NA
12	149	NA	NA	NA
14	1	308.8841	616.637670329049	6.16637670329049
14	2	73.5736	181.898888681625	1.81898888681625
14	3	30.3707	70.1549545882208	0.701549545882208
14	4	19.144	34.850726266638	0.34850726266638
14	5	13.8429	18.2159436113028	0.182159436113028
14	6	11.939	11.3829449679604	0.113829449679604
14	7	NA	NA	NA
14	8	NA	NA	NA
14	9	NA	NA	NA
14	10	NA	NA	NA
14	11	NA	NA	NA
14	12	NA	NA	NA
14	13	NA	NA	NA
14	14	NA	NA	NA
14	15	NA	NA	NA
14	16	NA	NA	NA
14	17	NA	NA	NA
14	18	NA	NA	NA
14	19	NA	NA	NA
14	20	NA	NA	NA
14	21	NA	NA	NA
14	22	NA	NA	NA
14	23	NA	NA	NA
14	24	NA	NA	NA
14	25	NA	NA	NA
14	26	NA	NA	NA
14	27	NA	NA	NA
14	28	NA	NA	NA
14	29	NA	NA	NA
14	30	NA	NA	NA
14	31	NA	NA	NA
14	32	NA	NA	NA
14	33	NA	NA	NA
14	34	NA	NA	NA
14	35	NA	NA	NA
14	36	NA	NA	NA
14	37	NA	NA	NA
14	38	NA	NA	NA
14	39	NA	NA	NA
14	40	NA	NA	NA
14	41	NA	NA	NA
14	42	NA	NA	NA
14	43	NA	NA	NA
14	44	NA	NA	NA
14	45	NA	NA	NA
14	46	NA	NA	NA
14	47	NA	NA	NA
14	48	NA	NA	NA
14	49	NA	NA	NA
14	50	NA	NA	NA
14	51	NA	NA	NA
14	52	NA	NA	NA
14	53	NA	NA	NA
14	54	NA	NA	NA
14	55	NA	NA	NA
14	56	NA	NA	NA
14	57	NA	NA	NA
14	58	NA	NA	NA
14	59	NA	NA	NA
14	60	NA	NA	NA
14	61	NA	NA	NA
14	62	NA	NA	NA
14	63	NA	NA	NA
14	64	NA	NA	NA
14	65	NA	NA	NA
14	66	NA	NA	NA
14	67	NA	NA	NA
14	68	NA	NA	NA
14	69	NA	NA	NA
14	70	NA	NA	NA
14	71	NA	NA	NA
14	72	NA	NA	NA
14	73	NA	NA	NA
14	74	NA	NA	NA
14	75	NA	NA	NA
14	76	NA	NA	NA
14	77	NA	NA	NA
14	78	NA	NA	NA
14	79	NA	NA	NA
14	80	NA	NA	NA
14	81	NA	NA	NA
14	82	NA	NA	NA
14	83	NA	NA	NA
14	84	NA	NA	NA
14	85	NA	NA	NA
14	86	NA	NA	NA
14	87	NA	NA	NA
14	88	NA	NA	NA
14	89	NA	NA	NA
14	90	NA	NA	NA
14	91	NA	NA	NA
14	92	NA	NA	NA
14	93	NA	NA	NA
14	94	NA	NA	NA
14	95	NA	NA	NA
14	96	NA	NA	NA
14	97	NA	NA	NA
14	98	NA	NA	NA
14	99	NA	NA	NA
14	100	NA	NA	NA
14	101	NA	NA	NA
14	102	NA	NA	NA
14	103	NA	NA	NA
14	104	NA	NA	NA
14	105	NA	NA	NA
14	106	NA	NA	NA
14	107	NA	NA	NA
14	108	NA	NA	NA
14	109	NA	NA	NA
14	110	NA	NA	NA
14	111	NA	NA	NA
14	112	NA	NA	NA
14	113	NA	NA	NA
14	114	NA	NA	NA
14	115	NA	NA	NA
14	116	NA	NA	NA
14	117	NA	NA	NA
14	118	NA	NA	NA
14	119	NA	NA	NA
14	120	NA	NA	NA
14	121	NA	NA	NA
14	122	NA	NA	NA
14	123	NA	NA	NA
14	124	NA	NA	NA
14	125	NA	NA	NA
14	126	NA	NA	NA
14	127	NA	NA	NA
14	128	NA	NA	NA
14	129	NA	NA	NA
14	130	NA	NA	NA
14	131	NA	NA	NA
14	132	NA	NA	NA
14	133	NA	NA	NA
14	134	NA	NA	NA
14	135	NA	NA	NA
14	136	NA	NA	NA
14	137	NA	NA	NA
14	138	NA	NA	NA
14	139	NA	NA	NA
14	140	NA	NA	NA
14	141	NA	NA	NA
14	142	NA	NA	NA
14	143	NA	NA	NA
14	144	NA	NA	NA
14	145	NA	NA	NA
14	146	NA	NA	NA
14	147	NA	NA	NA
14	148	NA	NA	NA
14	149	NA	NA	NA
16	1	557.0006	1142.23866057642	11.4223866057642
16	2	119.9638	321.032668255068	3.21032668255068
16	3	48.6365	128.745221662631	1.28745221662631
16	4	27.1509	61.1591757111504	0.611591757111504
16	5	19.3768	33.3798029185957	0.333798029185957
16	6	15.9265	20.7419218126491	0.207419218126491
16	7	13.7632	13.2780102543879	0.132780102543879
16	8	NA	NA	NA
16	9	NA	NA	NA
16	10	NA	NA	NA
16	11	NA	NA	NA
16	12	NA	NA	NA
16	13	NA	NA	NA
16	14	NA	NA	NA
16	15	NA	NA	NA
16	16	NA	NA	NA
16	17	NA	NA	NA
16	18	NA	NA	NA
16	19	NA	NA	NA
16	20	NA	NA	NA
16	21	NA	NA	NA
16	22	NA	NA	NA
16	23	NA	NA	NA
16	24	NA	NA	NA
16	25	NA	NA	NA
16	26	NA	NA	NA
16	27	NA	NA	NA
16	28	NA	NA	NA
16	29	NA	NA	NA
16	30	NA	NA	NA
16	31	NA	NA	NA
16	32	NA	NA	NA
16	33	NA	NA	NA
16	34	NA	NA	NA
16	35	NA	NA	NA
16	36	NA	NA	NA
16	37	NA	NA	NA
16	38	NA	NA	NA
16	39	NA	NA	NA
16	40	NA	NA	NA
16	41	NA	NA	NA
16	42	NA	NA	NA
16	43	NA	NA	NA
16	44	NA	NA	NA
16	45	NA	NA	NA
16	46	NA	NA	NA
16	47	NA	NA	NA
16	48	NA	NA	NA
16	49	NA	NA	NA
16	50	NA	NA	NA
16	51	NA	NA	NA
16	52	NA	NA	NA
16	53	NA	NA	NA
16	54	NA	NA	NA
16	55	NA	NA	NA
16	56	NA	NA	NA
16	57	NA	NA	NA
16	58	NA	NA	NA
16	59	NA	NA	NA
16	60	NA	NA	NA
16	61	NA	NA	NA
16	62	NA	NA	NA
16	63	NA	NA	NA
16	64	NA	NA	NA
16	65	NA	NA	NA
16	66	NA	NA	NA
16	67	NA	NA	NA
16	68	NA	NA	NA
16	69	NA	NA	NA
16	70	NA	NA	NA
16	71	NA	NA	NA
16	72	NA	NA	NA
16	73	NA	NA	NA
16	74	NA	NA	NA
16	75	NA	NA	NA
16	76	NA	NA	NA
16	77	NA	NA	NA
16	78	NA	NA	NA
16	79	NA	NA	NA
16	80	NA	NA	NA
16	81	NA	NA	NA
16	82	NA	NA	NA
16	83	NA	NA	NA
16	84	NA	NA	NA
16	85	NA	NA	NA
16	86	NA	NA	NA
16	87	NA	NA	NA
16	88	NA	NA	NA
16	89	NA	NA	NA
16	90	NA	NA	NA
16	91	NA	NA	NA
16	92	NA	NA	NA
16	93	NA	NA	NA
16	94	NA	NA	NA
16	95	NA	NA	NA
16	96	NA	NA	NA
16	97	NA	NA	NA
16	98	NA	NA	NA
16	99	NA	NA	NA
16	100	NA	NA	NA
16	101	NA	NA	NA
16	102	NA	NA	NA
16	103	NA	NA	NA
16	104	NA	NA	NA
16	105	NA	NA	NA
16	106	NA	NA	NA
16	107	NA	NA	NA
16	108	NA	NA	NA
16	109	NA	NA	NA
16	110	NA	NA	NA
16	111	NA	NA	NA
16	112	NA	NA	NA
16	113	NA	NA	NA
16	114	NA	NA	NA
16	115	NA	NA	NA
16	116	NA	NA	NA
16	117	NA	NA	NA
16	118	NA	NA	NA
16	119	NA	NA	NA
16	120	NA	NA	NA
16	121	NA	NA	NA
16	122	NA	NA	NA
16	123	NA	NA	NA
16	124	NA	NA	NA
16	125	NA	NA	NA
16	126	NA	NA	NA
16	127	NA	NA	NA
16	128	NA	NA	NA
16	129	NA	NA	NA
16	130	NA	NA	NA
16	131	NA	NA	NA
16	132	NA	NA	NA
16	133	NA	NA	NA
16	134	NA	NA	NA
16	135	NA	NA	NA
16	136	NA	NA	NA
16	137	NA	NA	NA
16	138	NA	NA	NA
16	139	NA	NA	NA
16	140	NA	NA	NA
16	141	NA	NA	NA
16	142	NA	NA	NA
16	143	NA	NA	NA
16	144	NA	NA	NA
16	145	NA	NA	NA
16	146	NA	NA	NA
16	147	NA	NA	NA
16	148	NA	NA	NA
16	149	NA	NA	NA
18	1	919.4268	1961.59848580277	19.6159848580277
18	2	202.0508	567.505675115667	5.67505675115667
18	3	72.3255	209.399721523424	2.09399721523424
